new,entry_id,lat,lon
0,69909072-bdf7-47e1-811e-1aafac394751,47.397750814403054,8.545607429319617
1,bbf7e0f1-0c66-45d6-b9c9-6c83e6795a72,29.66032477437111,-82.31664739624298
2,b963d28e-5fa3-45ad-97e2-2976848c5ea1,47.3977507239569,8.54560737133982
3,68346ebd-0ea5-4d3c-851f-a4ff01639362,29.660324811435554,-82.31664745278621
4,84d9b863-fdb6-4858-8aca-2edc4000c031,47.39774190258412,8.545593939781867
5,4751ff3c-4b62-48e9-a93e-df26878baa92,47.39774197220501,8.545594018387462
6,92d4b6fe-5a44-48fb-9afb-bedc104047ec,29.66032473448404,-82.31664749326873
7,9e1ad395-39b3-4c30-849e-2b417b25be49,-38.07122608370118,145.28123158109287
8,159ed3a6-27aa-43d0-a991-1caaf4b13b64,29.660324683553995,-82.31664748198413
9,c1652a4f-c5ed-4c3f-ac1a-a36bd0f23845,-38.07122616896889,145.28123141254386
10,eed47406-a6c3-431d-9a6d-37c5de392f4f,59.6177017619528,-151.14529794280622
11,9da30697-4d85-450d-a8ef-7dff8f6591c5,59.61770173653124,-151.1452980107901
12,c015254d-6999-4efe-b668-e394401cc089,29.66032482148193,-82.31664747237723
13,988e8183-5c6a-4750-9252-96e39be25e2d,59.6177018002455,-151.1452980313575
14,f5a037ad-2154-4e84-b1f3-495268e7682e,-38.07122617326951,145.2812314551995
15,cf8914c1-db96-4a31-b371-0e3cc9a1c635,47.397750789267775,8.54560737728189
16,7ed25032-a23d-4f9a-82b9-d8e77ecfc4e2,59.61770176273008,-151.1452980535605
17,eda68cfd-286c-4944-a51e-363be02b4c7b,59.61770172997144,-151.145298010456
18,deee42c4-5b05-453a-b15c-b6966a08ff28,29.66032472475036,-82.31664752683545
19,50aeb2ce-4db5-4385-afd5-67e66ad39eef,47.39775083509272,8.545607272892221
20,4e299429-680e-4251-8798-05eadbc23a3d,-38.07122615607505,145.28123148228013
21,9779cdc6-89e4-4168-ad1e-5c7bc59c0514,59.6177017455325,-151.1452980088979
22,6b337d46-8b80-4f40-971f-8646f58a4c7f,59.617701757305134,-151.14529796191368
23,c54147d2-de64-471f-b620-dd52e07d7cd2,59.61770177304336,-151.14529802101197
24,32f2f034-60c1-43ef-9baa-eaeae3b1064f,47.397750707737245,8.545607428631481
25,1f9b88f2-551d-43b0-9fb2-2addb31c4a0f,29.660324722931616,-82.31664752644876
26,9be8231b-3058-41d8-b64c-8db4e9eca39f,-38.07122611382623,145.2812315656304
27,d70a597e-8ded-4cee-9304-5e7bb2a9ec9d,59.61770181473459,-151.1452981930702
28,e9f51bdd-fd0f-48cb-9686-00c795307d93,59.617701755487815,-151.14529785247493
29,c0be0c07-adfc-4894-8a9f-5dd2a7352683,29.6603246706979,-82.31664745263778
30,04e22a90-2a45-481c-a133-7a3aeb31fe63,-38.071226152650326,145.28123148123294
31,55a4946b-61b0-4071-8e5f-3cbdce906353,47.39775074444442,8.545607449311246
32,cc70f9e8-2065-4907-afb8-27f0f7963a32,59.61770176547034,-151.14529790103202
33,48a4ae8d-e118-4609-9145-53ad620cf240,59.6177017419885,-151.14529796467926
34,84ced794-3bc6-4f6d-a1bf-bea63e25d483,-38.071226130697646,145.28123149561978
35,2df4b03c-6480-4efd-b895-7d52fe0b309e,59.6177017346278,-151.14529801704373
36,4eea6cb5-4f96-437c-984d-82fbbdf8ad17,29.66032467527958,-82.31664755580641
37,d5c97a2d-4f20-4e84-9c4f-9d5d54832f2b,47.39775083942397,8.545607279596787
38,eeb16614-ecce-4452-8a40-1683b61751e1,-38.07122608098789,145.28123145489909
